Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version
Prefeitura de Campinas - SP,"",prefeitura_de_campinas_sp,municipal prefeitura executivo,http://www.campinas.sp.gov.br,"","","Endereço: Av. Anchieta, 200 - Centro
CEP: 13-015.904
Telefone: (19) 2116-0552
Fax/Celular: (19) 3735-0702
",2011-11-01 19:31:34 -0200,2011-11-01 19:31:34 -0200,1
Prefeitura de Campinaçu - GO,"",prefeitura_de_campinau_go,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Rua Quatro, 5 - Centro
CEP: 76-440.000
Telefone: (62) 3377-3169
Fax/Celular: (62) 3377-3151
",2011-11-01 19:25:08 -0200,2011-11-01 19:25:08 -0200,1
Prefeitura de Campinorte - GO,"",prefeitura_de_campinorte_go,municipal prefeitura executivo,http://www.cultura.com.br,"","","Endereço: Pça Cristovão Colombo, s/n - Centro
CEP: 76-410.000
Telefone: (62) 3347-3281
Fax/Celular: (62) 3347-3281
",2011-11-01 19:25:09 -0200,2011-11-01 19:25:09 -0200,1
Prefeitura de Campinápolis - MT,"",prefeitura_de_campinpolis_mt,municipal prefeitura executivo,http://www.uol.com.br,"","","Endereço: Rua São Paulo, 1036 - Centro
CEP: 78-630.000
Telefone: (66) 3437-1562
Fax/Celular: (66) 437-1432
",2011-11-01 19:27:20 -0200,2011-11-01 19:27:20 -0200,1
Prefeitura de Campo Alegre - AL,"",prefeitura_de_campo_alegre_al,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Rua Senador Maximo, 35 - 1 andar - Centro
CEP: 57-250.000
Telefone: (82) 3275-1606
Fax/Celular: (82) 3275-1138
",2011-11-01 19:23:41 -0200,2011-11-01 19:23:41 -0200,1
Prefeitura de Campo Alegre de Goiás - GO,"",prefeitura_de_campo_alegre_de_gois_go,municipal prefeitura executivo,http://www.brturbo.com.br,"","","Endereço: Pça. Manoel Pio Pereira, 01 - Centro
CEP: 75-795.000
Telefone: (64) 3926-3000
Fax/Celular: (64) 3926-3000
",2011-11-01 19:25:09 -0200,2011-11-01 19:25:09 -0200,1
Prefeitura de Campo Alegre de Lourdes - BA,"",prefeitura_de_campo_alegre_de_lourdes_ba,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Av. 7 de Setembro, s/n - Centro
CEP: 47-220.000
Telefone: (74) 3533-2138
Fax/Celular: (75) 3533-2138
",2011-11-01 19:24:04 -0200,2011-11-01 19:24:04 -0200,1
Prefeitura de Campo Alegre do Fidalgo - PI,"",prefeitura_de_campo_alegre_do_fidalgo_pi,municipal prefeitura executivo,http://www.firme.com.br,"","","Endereço: Pça. José Barbosa de Souza, s/n - Centro
CEP: 64-767.000
Telefone: (89) 3492-0080
Fax/Celular: (89) 3492-0044
",2011-11-01 19:28:29 -0200,2011-11-01 19:28:29 -0200,1
Prefeitura de Campo Alegre - SC,"",prefeitura_de_campo_alegre_sc,municipal prefeitura executivo,http://www.campoalegre.sc.gov.br,"","","Endereço: Rua Cel. Bueno Franco, 292 - Centro
CEP: 89-294.000
Telefone: (47) 3632-2266
Fax/Celular: (47) 632-2266
",2011-11-01 19:30:53 -0200,2011-11-01 19:30:53 -0200,1
Prefeitura de Campo Azul - MG,"",prefeitura_de_campo_azul_mg,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Av. João Antônio de Almeida, 625 - Centro
CEP: 39-338.000
Telefone: (38) 3231-8101
Fax/Celular: (38) 3231-8117
",2011-11-01 19:26:01 -0200,2011-11-01 19:26:01 -0200,1
Prefeitura de Campo Belo do Sul - SC,"",prefeitura_de_campo_belo_do_sul_sc,municipal prefeitura executivo,http://www.campobelodosul.sc.gov.br,"","","Endereço: Rua Major Teodósio Furtado, 30 - Centro
CEP: 88-580.000
Telefone: (49) 3249-1133
Fax/Celular: (49) 3249-1143
",2011-11-01 19:30:53 -0200,2011-11-01 19:30:53 -0200,1
Prefeitura de Campo Belo - MG,"",prefeitura_de_campo_belo_mg,municipal prefeitura executivo,http://www.campobelo.mg.gov.br,"","","Endereço: Rua João Pinheiro, 102 - Centro
CEP: 37-270.000
Telefone: (35) 3832-5757
Fax/Celular: (35) 3831-1674
",2011-11-01 19:26:01 -0200,2011-11-01 19:26:01 -0200,1
Prefeitura de Campo Bom - RS,"",prefeitura_de_campo_bom_rs,municipal prefeitura executivo,http://www.campobom.rs.gov.br,"","","Endereço: Av. Independência, 800 - Centro
CEP: 93-700.000
Telefone: (51) 3598-8600
Fax/Celular: (51) 3598-1011
",2011-11-01 19:30:05 -0200,2011-11-01 19:30:05 -0200,1
Prefeitura de Campo Bonito - PR,"",prefeitura_de_campo_bonito_pr,municipal prefeitura executivo,http://www.olivatti.com.br,"","","Endereço: Rua Pref. Darcísio Roberto Grassi,101 - Centro
CEP: 85-450.000
Telefone: (45) 3233-1282
Fax/Celular: (45) 3233-1285
",2011-11-01 19:28:52 -0200,2011-11-01 19:28:52 -0200,1
Prefeitura de Campo de Santana - PB,"",prefeitura_de_campo_de_santana_pb,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Pça. João Ferreira da Silva, 366 - centro
CEP: 58-240.000
Telefone: (83) 3378-1040
Fax/Celular: (83) 3378-1041
",2011-11-01 19:27:51 -0200,2011-11-01 19:27:51 -0200,1
Prefeitura de Campo do Brito - SE,"",prefeitura_de_campo_do_brito_se,municipal prefeitura executivo,http://www.infonet.com.br,"","","Endereço: Rua Pe. Freire de Menezes, 20 - Centro
CEP: 49-520.000
Telefone: (79) 3443-1102
Fax/Celular: (79) 3443-1227
",2011-11-01 19:31:17 -0200,2011-11-01 19:31:17 -0200,1
Prefeitura de Campo do Meio - MG,"",prefeitura_de_campo_do_meio_mg,municipal prefeitura executivo,http://www.benet.psi.br,"","","Endereço: Rua Dr. José Mesquita Neto, 356 - Centro
CEP: 37-165.000
Telefone: (35) 3857-1122
Fax/Celular: (35) 3857-1331
",2011-11-01 19:26:01 -0200,2011-11-01 19:26:01 -0200,1
Prefeitura de Campo do Tenente - PR,"",prefeitura_de_campo_do_tenente_pr,municipal prefeitura executivo,http://www.campodotenente.pr.gov.br,"","","Endereço: Av. Miguel Komarchewski, 900 - Centro
CEP: 83-870.000
Telefone: (41) 3628-1313
Fax/Celular: (41) 3628-1314
",2011-11-01 19:28:52 -0200,2011-11-01 19:28:52 -0200,1
Prefeitura de Campo Erê - SC,"",prefeitura_de_campo_er_sc,municipal prefeitura executivo,http://www.campoere.sc.gov.br,"","","Endereço: Rua 1º de Maio, 736 - Centro
CEP: 89-980.000
Telefone: (49) 3655-1238
Fax/Celular: (49) 3655-1238
",2011-11-01 19:30:53 -0200,2011-11-01 19:30:53 -0200,1
Prefeitura de Campo Florido - MG,"",prefeitura_de_campo_florido_mg,municipal prefeitura executivo,http://www.terra.com.br,"","","Endereço: Pça. Floriano Peixoto, 78 - Centro
CEP: 38-130.000
Telefone: (34) 3322-0200
Fax/Celular: (34) 3322-1220
",2011-11-01 19:26:01 -0200,2011-11-01 19:26:01 -0200,1
Prefeitura de Campo Formoso - BA,"",prefeitura_de_campo_formoso_ba,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Pça. da Bandeira, 55 - Centro
CEP: 44-790.000
Telefone: (74) 3645-1523
Fax/Celular: (74) 3645-3107
",2011-11-01 19:24:04 -0200,2011-11-01 19:24:04 -0200,1
Prefeitura de Campo Grande - AL,"",prefeitura_de_campo_grande_al,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Rua 31 de Maio, 96 - Centro
CEP: 57-350.000
Telefone: (82) 3537-1166
Fax/Celular: (82) 3537-1166
",2011-11-01 19:23:41 -0200,2011-11-01 19:23:41 -0200,1
Prefeitura de Campo Grande do Piauí - PI,"",prefeitura_de_campo_grande_do_piau_pi,municipal prefeitura executivo,http://www.hotmail.com,"","",,2011-11-01 19:28:29 -0200,2011-11-01 19:28:29 -0200,1
Prefeitura de Campo Grande - MS,"",prefeitura_de_campo_grande_ms,municipal prefeitura executivo,http://www.pmcg.ms.gov.br,"","","Endereço: Av. Afonso Pena, 3297 - Centro
CEP: 79-002.949
Telefone: (67) 3378-9900
Fax/Celular: (67) 321-0509
",2011-11-01 19:27:13 -0200,2011-11-01 19:27:13 -0200,1
Prefeitura de Campo Grande - RN,"",prefeitura_de_campo_grande_rn,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: Rua Antônio Veras, 65 - Centro
CEP: 59-680.000
Telefone: (84) 3362-2901
Fax/Celular: (84) 3362-2246
",2011-11-01 19:29:37 -0200,2011-11-01 19:29:37 -0200,1
Prefeitura de Campo Largo do Piauí - PI,"",prefeitura_de_campo_largo_do_piau_pi,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: R. João Pereira dos Santos, S/N - Centro
CEP: 64-780.000
Telefone: (86) 3246-0027
Fax/Celular: (86) 3383-2076
",2011-11-01 19:28:30 -0200,2011-11-01 19:28:30 -0200,1
Prefeitura de Campo Largo - PR,"",prefeitura_de_campo_largo_pr,municipal prefeitura executivo,http://www.campolargo.pr.gov.br,"","","Endereço: Av.Padre Natal Pigato, 989 - Centro
CEP: 83-607.240
Telefone: (41) 3291-5000
Fax/Celular: (41) 3292-7572
",2011-11-01 19:28:52 -0200,2011-11-01 19:28:52 -0200,1
Prefeitura de Campo Limpo de Goiás - GO,"",prefeitura_de_campo_limpo_de_gois_go,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Av.Baltazar Cardoso, 555 - Jardim Sol de Verão
CEP: 75-160.000
Telefone: (62) 3345-1241
Fax/Celular: (62) 3345-1241
",2011-11-01 19:25:09 -0200,2011-11-01 19:25:09 -0200,1
Prefeitura de Campo Limpo Paulista - SP,"",prefeitura_de_campo_limpo_paulista_sp,municipal prefeitura executivo,http://www.campolimpopaulista.sp.gov.br,"","","Endereço: Av. Adherbal da Costa Moreira, 255 - Centro
CEP: 13-231.901
Telefone: (11) 4039-8320
Fax/Celular: (11) 4039-1491
",2011-11-01 19:31:34 -0200,2011-11-01 19:31:34 -0200,1
Prefeitura de Campo Magro - PR,"",prefeitura_de_campo_magro_pr,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Estrada do Cerne 18.600, KM 18,5 - Centro
CEP: 83-535.000
Telefone: (41) 3677-4000
Fax/Celular: (41) 3677-4000
",2011-11-01 19:28:53 -0200,2011-11-01 19:28:53 -0200,1
Prefeitura de Campo Maior - PI,"",prefeitura_de_campo_maior_pi,municipal prefeitura executivo,http://www.campomaior.pi.gov.br,"","","Endereço: Pça. Luís Miranda, 318 - Centro
CEP: 64-280.000
Telefone: (86) 3252-2955
Fax/Celular: (86) 3252-2525
",2011-11-01 19:28:30 -0200,2011-11-01 19:28:30 -0200,1
Prefeitura de Campo Mourão - PR,"",prefeitura_de_campo_mouro_pr,municipal prefeitura executivo,http://www.campomourao.pr.gov.br,"","","Endereço: Rua Brasil, 1487 Cx. Postal 420 - Centro
CEP: 87-301.140
Telefone: (44) 3518-1144
Fax/Celular: (44) 3518-1144
",2011-11-01 19:28:53 -0200,2011-11-01 19:28:53 -0200,1
Prefeitura de Campo Novo de Rondônia - RO,"",prefeitura_de_campo_novo_de_rondnia_ro,municipal prefeitura executivo,http://www.camponovo.ro.municipio.org.br,"","","Endereço: Av. Tancredo Neves, 2454 - Setor 02
CEP: 78-967.000
Telefone: (69) 3239-2240
Fax/Celular: (69) 3239-2240
",2011-11-01 19:29:52 -0200,2011-11-01 19:29:52 -0200,1
Prefeitura de Campo Novo do Parecis - MT,"",prefeitura_de_campo_novo_do_parecis_mt,municipal prefeitura executivo,http://www.cnp.mt.gov.br,"","","Endereço: Rua Mato Grosso, 50 Caixa Postal 141 - Centro
CEP: 78-360.000
Telefone: (65) 3382-5100
Fax/Celular: (65) 3382-1622
",2011-11-01 19:27:20 -0200,2011-11-01 19:27:20 -0200,1
Prefeitura de Campo Novo - RS,"",prefeitura_de_campo_novo_rs,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Av. Bento Gonçalves, 555 - Centro
CEP: 98-570.000
Telefone: (55) 3528-1300
Fax/Celular: (55) 3528-1322
",2011-11-01 19:30:05 -0200,2011-11-01 19:30:05 -0200,1
Prefeitura de Campo Redondo - RN,"",prefeitura_de_campo_redondo_rn,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Rua Francisco José Pacheco, 110 - Centro
CEP: 59-230.000
Telefone: (84) 3432-0040
Fax/Celular: (84) 3432-0316
",2011-11-01 19:29:37 -0200,2011-11-01 19:29:37 -0200,1
Prefeitura de Campo Verde - MT,"",prefeitura_de_campo_verde_mt,municipal prefeitura executivo,http://www.terra.com.br,"","",,2011-11-01 19:27:20 -0200,2011-11-01 19:27:20 -0200,1
Prefeitura de Campos Altos - MG,"",prefeitura_de_campos_altos_mg,municipal prefeitura executivo,http://www.camposaltos.mg.gov.br,"","","Endereço: Rua Flávio Souza Coelho, 348 - Centro
CEP: 38-970.000
Telefone: (37) 3426-1339
Fax/Celular: (37) 3426-1335
",2011-11-01 19:26:01 -0200,2011-11-01 19:26:01 -0200,1
Prefeitura de Campos Belos - GO,"",prefeitura_de_campos_belos_go,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Pça. da Matriz, 01 - Centro
CEP: 73-840.000
Telefone: (62) 3451-1403
Fax/Celular: (62) 3451-1403
",2011-11-01 19:25:09 -0200,2011-11-01 19:25:09 -0200,1
Prefeitura de Campos Borges - RS,"",prefeitura_de_campos_borges_rs,municipal prefeitura executivo,http://www.camposborges.rs.municipio.org.br,"","","Endereço: Pça. 13 de Abril, 302 - Centro
CEP: 99-435.000
Telefone: (54) 3326-1110
Fax/Celular: (54) 326-1110
",2011-11-01 19:30:05 -0200,2011-11-01 19:30:05 -0200,1
Prefeitura de Campos de Júlio - MT,"",prefeitura_de_campos_de_jlio_mt,municipal prefeitura executivo,http://www.camposdejulio.mt.gov.br,"","","Endereço: Av. Valdir Masuti, s/n - Bom Jardim
CEP: 78-307.000
Telefone: (65) 3387-1264
Fax/Celular: (65) 3387-1264
",2011-11-01 19:27:20 -0200,2011-11-01 19:27:20 -0200,1
Prefeitura de Campos do Jordão - SP,"",prefeitura_de_campos_do_jordo_sp,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Rua Marcos Antônio Cardoso, 240 - Capivari Morro do Elefante
CEP: 12-460.000
Telefone: (12) 3663-8191
Fax/Celular: (12) 3662-2400
",2011-11-01 19:31:34 -0200,2011-11-01 19:31:34 -0200,1
Prefeitura de Campos dos Goytacazes - RJ,"",prefeitura_de_campos_dos_goytacazes_rj,municipal prefeitura executivo,http://www.campos.rj.gov.br,"","","Endereço: Av. Cel. Ponciano de Azevedo Furtado, 47 - Parque Stº Amaro
CEP: 28-040.010
Telefone: (22) 2733-6992
Fax/Celular: (22) 2733-0206
",2011-11-01 19:29:27 -0200,2011-11-01 19:29:27 -0200,1
Prefeitura de Campos Gerais - MG,"",prefeitura_de_campos_gerais_mg,municipal prefeitura executivo,http://www.camposgerais.mg.gov.br,"","","Endereço: Rua Cel. Joaquim José de Oliveira, 805 A - Centro
CEP: 37-160.000
Telefone: (35) 3853-2168
Fax/Celular: (35) 3853-1163
",2011-11-01 19:26:01 -0200,2011-11-01 19:26:01 -0200,1
Prefeitura de Campos Lindos - TO,"",prefeitura_de_campos_lindos_to,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: R. Leonilho Soares Gil, 80 - Centro
CEP: 77-777.000
Telefone: (63) 3484-1162
Fax/Celular: (63) 3484-1163
",2011-11-01 19:32:29 -0200,2011-11-01 19:32:29 -0200,1
Prefeitura de Campos Novos Paulista - SP,"",prefeitura_de_campos_novos_paulista_sp,municipal prefeitura executivo,http://www.terra.com.br,"","","Endereço: Rua Edgard Bonini, 492 - Centro
CEP: 19-960.000
Telefone: (14) 3476-1137
Fax/Celular: (14) 3476-1137
",2011-11-01 19:31:34 -0200,2011-11-01 19:31:34 -0200,1
Prefeitura de Campos Novos - SC,"",prefeitura_de_campos_novos_sc,municipal prefeitura executivo,http://www.camposnovos.sc.gov.br,"","","Endereço: Rua Expedicionário João Batista de Almeida, 323 - Centro
CEP: 89-620.000
Telefone: (49) 3551-0200
Fax/Celular: (49) 3541-0466
",2011-11-01 19:30:53 -0200,2011-11-01 19:30:53 -0200,1
Prefeitura de Campos Sales - CE,"",prefeitura_de_campos_sales_ce,municipal prefeitura executivo,http://www.municipios-ce.com.br,"","","Endereço: Travessa Sul 440 - Centro
CEP: 63-150.000
Telefone: (88) 3533-1809
Fax/Celular: (88) 3533-1403
",2011-11-01 19:24:41 -0200,2011-11-01 19:24:41 -0200,1
Prefeitura de Campos Verdes - GO,"",prefeitura_de_campos_verdes_go,municipal prefeitura executivo,http://www.brturbo.com.br,"","","Endereço: Av. Campos Verdes, 1 - Jd. Ouro Verde - Centro
CEP: 76-515.000
Telefone: (62) 3351-6512
Fax/Celular: (62) 3351-6109
",2011-11-01 19:25:09 -0200,2011-11-01 19:25:09 -0200,1
Prefeitura de Camutanga - PE,"",prefeitura_de_camutanga_pe,municipal prefeitura executivo,http://www.camutanga.pe.municipio.org.br,"","","Endereço: Av. Presidente Getúlio Vargas, 240 - Centro
CEP: 55-930.000
Telefone: (81) 3652-1162
Fax/Celular: (81) 3652-1162
",2011-11-01 19:28:11 -0200,2011-11-01 19:28:11 -0200,1
Prefeitura de Canaã dos Carajás - PA,"",prefeitura_de_cana_dos_carajs_pa,municipal prefeitura executivo,http://www.canaadoscarajas.pa.gov.br,"","","Endereço: R.Tancredo Neves, s/n - Centro
CEP: 68-537.000
Telefone: (94) 3358-1297
Fax/Celular: (94) 3358-1404
",2011-11-01 19:27:35 -0200,2011-11-01 19:27:35 -0200,1
Prefeitura de Canaã - MG,"",prefeitura_de_cana_mg,municipal prefeitura executivo,http://www.primeisp.com.br,"","","Endereço: Pça. Arthur Bernardes, 82 - Centro
CEP: 36-592.000
Telefone: (31) 3892-1151
Fax/Celular: (31) 3892-1151
",2011-11-01 19:26:02 -0200,2011-11-01 19:26:02 -0200,1
Prefeitura de Cana Verde - MG,"",prefeitura_de_cana_verde_mg,municipal prefeitura executivo,http://www.navinet.com.br,"","","Endereço: Pça. Nemésio Monteiro, 12 - Centro
CEP: 37-267.000
Telefone: (35) 3865-1202
Fax/Celular: (35) 3865-1202
",2011-11-01 19:26:02 -0200,2011-11-01 19:26:02 -0200,1
Prefeitura de Canabrava do Norte - MT,"",prefeitura_de_canabrava_do_norte_mt,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Pça. Frederico Souza Brito, S/N - Centro
CEP: 78-658.000
Telefone: (66) 3577-1156
Fax/Celular: (66) 3577-1156
",2011-11-01 19:27:21 -0200,2011-11-01 19:27:21 -0200,1
Prefeitura de Cananéia - SP,"",prefeitura_de_canania_sp,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Av. Beira Mar, 287 - Centro
CEP: 11-990.000
Telefone: (13) 3851-5100
Fax/Celular: (13) 3851-1481
",2011-11-01 19:31:34 -0200,2011-11-01 19:31:34 -0200,1
Prefeitura de Canapi - AL,"",prefeitura_de_canapi_al,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Av. Joaquim Petê, 336 - Centro
CEP: 57-530.000
Telefone: (82) 3646-1195
Fax/Celular: (82) 3646-1166
",2011-11-01 19:23:41 -0200,2011-11-01 19:23:41 -0200,1
Prefeitura de Canarana - BA,"",prefeitura_de_canarana_ba,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: pça da matriz, 224 - Centro
CEP: 44-890.000
Telefone: (74) 3656-2154
Fax/Celular: (74) 3656-2148
",2011-11-01 19:24:04 -0200,2011-11-01 19:24:04 -0200,1
Prefeitura de Canarana - MT,"",prefeitura_de_canarana_mt,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Rua Miraguaí, 228 Caixa Postal 31 - Centro
CEP: 78-640.000
Telefone: (66) 3478-1566
Fax/Celular: (66) 3478-1201
",2011-11-01 19:27:21 -0200,2011-11-01 19:27:21 -0200,1
Prefeitura de Canas - SP,"",prefeitura_de_canas_sp,municipal prefeitura executivo,http://www.uol.com.br,"","","Endereço: Av. 22 de Março, 369 - Centro
CEP: 12-615.000
Telefone: (12) 3151-6000
Fax/Celular: (12) 3151-1258
",2011-11-01 19:31:35 -0200,2011-11-01 19:31:35 -0200,1
Prefeitura de Canavieira - PI,"",prefeitura_de_canavieira_pi,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Rua Augusto, 1910 - Centro
CEP: 64-833.000
Telefone: (89) 3551-1128
Fax/Celular: (89) 3284-1522
",2011-11-01 19:28:30 -0200,2011-11-01 19:28:30 -0200,1
Prefeitura de Canavieiras - BA,"",prefeitura_de_canavieiras_ba,municipal prefeitura executivo,http://www.gmail.com,"","","Endereço: Pça. da Bandeira, 1 - Centro
CEP: 45-860.000
Telefone: (73) 3284-1105
Fax/Celular: (73) 3284-1105
",2011-11-01 19:24:04 -0200,2011-11-01 19:24:04 -0200,1
Prefeitura de Candeal - BA,"",prefeitura_de_candeal_ba,municipal prefeitura executivo,http://www.gmail.com,"","","Endereço: R. Doutor André Negreiros, 103 - Centro
CEP: 48-710.000
Telefone: (75) 3235-2101
Fax/Celular: (75) 3235-2130
",2011-11-01 19:24:05 -0200,2011-11-01 19:24:05 -0200,1
Prefeitura de Candeias - BA,"",prefeitura_de_candeias_ba,municipal prefeitura executivo,http://www.gmail.com,"","","Endereço: Paço Municipal Conselheiro Luiz Viana Filho, s/n - Jardim Ouro Negro
CEP: 43-800.000
Telefone: (71) 3601-2721
Fax/Celular: (71) 3601-1978
",2011-11-01 19:24:05 -0200,2011-11-01 19:24:05 -0200,1
Prefeitura de Candeias do Jamari - RO,"",prefeitura_de_candeias_do_jamari_ro,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: Av. Tancredo Neves, 1781 - União
CEP: 78-938.000
Telefone: (69) 3230-1200
Fax/Celular: (69) 3230-1330
",2011-11-01 19:29:52 -0200,2011-11-01 19:29:52 -0200,1
Prefeitura de Candeias - MG,"",prefeitura_de_candeias_mg,municipal prefeitura executivo,http://www.stratus.com.br,"","","Endereço: Av. 17 de Dezembro, 240 - Centro
CEP: 37-280.000
Telefone: (35) 3833-1558
Fax/Celular: (35) 3833-1474
",2011-11-01 19:26:02 -0200,2011-11-01 19:26:02 -0200,1
Prefeitura de Candelária - RS,"",prefeitura_de_candelria_rs,municipal prefeitura executivo,http://www.candelaria-rs.com.br,"","","Endereço: Av. Pereira Rego, 1665 - Centro
CEP: 96-930.000
Telefone: (51) 3743-1066
Fax/Celular: (51) 3743-1201
",2011-11-01 19:30:05 -0200,2011-11-01 19:30:05 -0200,1
Prefeitura de Candói - PR,"",prefeitura_de_candi_pr,municipal prefeitura executivo,http://www.candoi.pr.gov.br,"","","Endereço: Av. XV de Novembro, 1761 - Centro
CEP: 85-140.000
Telefone: (42) 3638-8000
Fax/Celular: (42) 3638-8019
",2011-11-01 19:28:53 -0200,2011-11-01 19:28:53 -0200,1
Prefeitura de Candiba - BA,"",prefeitura_de_candiba_ba,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: Pça. Kennedy, 1 - Centro
CEP: 46-380.000
Telefone: (77) 3661-2066
Fax/Celular: (77) 3661-2035
",2011-11-01 19:24:05 -0200,2011-11-01 19:24:05 -0200,1
Prefeitura de Candiota - RS,"",prefeitura_de_candiota_rs,municipal prefeitura executivo,http://www.candiota.rs.gov.br,"","","Endereço: Rua Ulisses Guimarães, 250 - centro
CEP: 96-495.000
Telefone: (53) 3245-7118
Fax/Celular: (53) 3245-7120
",2011-11-01 19:30:05 -0200,2011-11-01 19:30:05 -0200,1
Prefeitura de Canela - RS,"",prefeitura_de_canela_rs,municipal prefeitura executivo,http://www.canela.com.br,"","","Endereço: Rua Dona Carlinda, 455 - Centro
CEP: 95-680.000
Telefone: (54) 3282-4077
Fax/Celular: (54) 282-1289
",2011-11-01 19:30:05 -0200,2011-11-01 19:30:05 -0200,1
Prefeitura de Canelinha - SC,"",prefeitura_de_canelinha_sc,municipal prefeitura executivo,http://www.canelinha.sc.gov.br,"","","Endereço: Av. Cantório Florentino da Silva, 1683 - Centro
CEP: 88-230.000
Telefone: (48) 3264-0102
Fax/Celular: (48) 3264-0106
",2011-11-01 19:30:53 -0200,2011-11-01 19:30:53 -0200,1
Prefeitura de Canguaretama - RN,"",prefeitura_de_canguaretama_rn,municipal prefeitura executivo,http://www.ig.com.br,"","","Endereço: Pça. Augusto Severo, 242 - Centro
CEP: 59-190.000
Telefone: (84) 3241-1901
Fax/Celular: (84) 3241-2222
",2011-11-01 19:29:37 -0200,2011-11-01 19:29:37 -0200,1
Prefeitura de Canguçu - RS,"",prefeitura_de_canguu_rs,municipal prefeitura executivo,http://www.terra.com.br,"","","Endereço: Pça. Dr. Francisco Carlos dos Santos, 240 - Centro
CEP: 96-600.000
Telefone: (53) 3252-9504
Fax/Celular: (53) 3252-9508
",2011-11-01 19:30:06 -0200,2011-11-01 19:30:06 -0200,1
Prefeitura de Canhoba - SE,"",prefeitura_de_canhoba_se,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: Pça. Américo Silveira da Rocha, 32 - Centro
CEP: 49-880.000
Telefone: (79) 3363-1100
Fax/Celular: (79) 3322-1100
",2011-11-01 19:31:17 -0200,2011-11-01 19:31:17 -0200,1
Prefeitura de Canhotinho - PE,"",prefeitura_de_canhotinho_pe,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Rua Dr. Afonso Pena, 228 - Centro
CEP: 55-420.000
Telefone: (87) 3781-1144
Fax/Celular: (87) 3781-1144
",2011-11-01 19:28:11 -0200,2011-11-01 19:28:11 -0200,1
Prefeitura de Canindé - CE,"",prefeitura_de_canind_ce,municipal prefeitura executivo,http://www.bol.com.br,"","","Endereço: Largo Francisco Xavier de Medeiros, S/N - Imaculada Conceição
CEP: 62-700.000
Telefone: (85) 3343-6937
Fax/Celular: (85) 3343-6937
",2011-11-01 19:24:41 -0200,2011-11-01 19:24:41 -0200,1
Prefeitura de Canindé de São Francisco - SE,"",prefeitura_de_canind_de_so_francisco_se,municipal prefeitura executivo,http://www.hotmail.com,"","","Endereço: Pça. Ananias Fernandes, s/n - Centro
CEP: 49-820.000
Telefone: (79) 3346-9500
Fax/Celular: (79) 3346-1905
",2011-11-01 19:31:17 -0200,2011-11-01 19:31:17 -0200,1
Prefeitura de Canitar - SP,"",prefeitura_de_canitar_sp,municipal prefeitura executivo,http://www.sedenet.com.br,"","",,2011-11-01 19:31:35 -0200,2011-11-01 19:31:35 -0200,1
Prefeitura de Canoas - RS,"",prefeitura_de_canoas_rs,municipal prefeitura executivo,http://www.canoas.rs.gov.br,"","","Endereço: Rua 15 de janeiro, 481 sala 306 - Centro
CEP: 92-010.300
Telefone: (51) 3462-1500
Fax/Celular: (51) 3462-1510
",2011-11-01 19:30:06 -0200,2011-11-01 19:30:06 -0200,1
Prefeitura de Canoinhas - SC,"",prefeitura_de_canoinhas_sc,municipal prefeitura executivo,http://www.pmc.sc.gov.br,"","",,2011-11-01 19:30:53 -0200,2011-11-01 19:30:53 -0200,1
Prefeitura de Canápolis - BA,"",prefeitura_de_canpolis_ba,municipal prefeitura executivo,http://www.yahoo.com.br,"","","Endereço: Av. Faustino de Queiroz, s/n - Centro
CEP: 47-730.000
Telefone: (77) 3687-2149
Fax/Celular: (77) 3687-2140
",2011-11-01 19:24:04 -0200,2011-11-01 19:24:04 -0200,1
